Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_fr,SubCategory_fr,Category_pl,SubCategory_pl,Category_de,SubCategory_de,Category_pt,SubCategory_pt,Category_pt-br,SubCategory_pt-br,Category_zh,SubCategory_zh,Category_tw,SubCategory_tw,Category_es,SubCategory_es,Category_ja,SubCategory_ja,Category_no,SubCategory_no,Category_da,SubCategory_da,Category_sv,SubCategory_sv,Category_fi,SubCategory_fi,Category_ru,SubCategory_ru,Category_ua,SubCategory_ua,Category_it,SubCategory_it,Category_nl,SubCategory_nl
AMBIENCE,RELIGIOUS,AMBRlgn,AMB,"Church and temples, church services, religious gatherings, pilgrimages. Any ambience relating to religion.","church, temple, mosque, chapel, derasar, cathedral",AMBIANCE,RELIGIEUX,ATMOSFERA,RELIGIJNA,ATMOSPHÄRE,RELIGION,AMBIENTES,RELIGIOSO,AMBIENTES,RELIGIOSO,环境,宗教场所,環境,宗教場所,AMBIENTE,RELIGIOSO,アンビエンス,宗教,ATMOSFÆRE,RELIGIØST,ATMOSFÆRE,RELIGIØS,ATMOSFÄR,RELIGIÖS,AMBIENSSI,USKONNOLLINEN,АТМОСФЕРА,РЕЛИГИЯ,АТМОСФЕРА,РЕЛІГІЯ,AMBIENTE,RELIGIOSO,ATMOSFEER,
AMBIENCE,RESTAURANT & BAR,AMBRest,AMB,"Restaurants and bars, pubs, places of eating and drinking, mixed crowd with glass clinks or silverware.","restaurant, bar, pub, gastropub, foodcart, diner, cafe, cafeteria, canteen, tearoom, saloon, coffee shop, pizzeria, fast-food, wine bar, automat, commissary, tavern, nightclub, deli, eatery, brasserie, drive-in",AMBIANCE,RESTAURANT,ATMOSFERA,RESTAURACJA,ATMOSPHÄRE,RESTAURANT,AMBIENTES,RESTAURANTE E BAR,AMBIENTES,RESTAURANTE E BAR,环境,餐馆,環境,餐廳,AMBIENTE,RESTAURANTE,アンビエンス,レストラン,ATMOSFÆRE,RESTAURANT OG BAR,ATMOSFÆRE,RESTAURANT,ATMOSFÄR,RESTAURANG,AMBIENSSI,RAVINTOLA & BAARI,АТМОСФЕРА,РЕСТОРАН,АТМОСФЕРА,РЕСТОРАН,AMBIENTE,RISTORANTE,ATMOSFEER,RESTAURANT
AMBIENCE,ROOM TONE,AMBRoom,AMB,Simple room tones with little or no activity.,"room tone, dead air, quiet air",AMBIANCE,FOND D’AIR,ATMOSFERA,CISZA POMIESZCZENIA,ATMOSPHÄRE,RAUMTON,AMBIENTES,ROOM TONE,AMBIENTES,ROOM TONE,环境,房间底噪,環境,空間音,AMBIENTE,ROOM TONE,アンビエンス,室内音,ATMOSFÆRE,ROMTONE,ATMOSFÆRE,RUMTONE,ATMOSFÄR,RUMSATMOSFÄR,AMBIENSSI,ROOM TONE,АТМОСФЕРА,ЗВУК ПОМЕЩЕНИЯ,АТМОСФЕРА,ЗВУК ПРИМІЩЕННЯ,AMBIENTE,FONDO,ATMOSFEER,ROOM TONE
AMBIENCE,RURAL,AMBRurl,AMB,Rural and countryside ambiences that don't fit somewhere else in this list.,"countryside, plain, prairie, grassland, mountain, rolling hill, savanna, tundra, meadow, canyon, coulee, scrub, scrubland, plateau",AMBIANCE,CAMPAGNE,ATMOSFERA,WIEŚ,ATMOSPHÄRE,LÄNDLICH,AMBIENTES,RURAL,AMBIENTES,RURAL,环境,农村,環境,郊外,AMBIENTE,RURAL,アンビエンス,農村、農場,ATMOSFÆRE,LANDLIG,ATMOSFÆRE,LANDDISTRIKT,ATMOSFÄR,LANTLIG,AMBIENSSI,MAALAIS,АТМОСФЕРА,ДЕРЕВНЯ,АТМОСФЕРА,СЕЛО,AMBIENTE,RURALE,ATMOSFEER,PLATTELAND
AMBIENCE,SCHOOL,AMBSchl,AMB,"Schools of any age, kindergarten through college, hallways, lockers, voices, school bells.","grade school, middle school, highschool, college, preschool, university, classroom, assembly",AMBIANCE,ÉCOLE,ATMOSFERA,SZKOŁA,ATMOSPHÄRE,SCHULE,AMBIENTES,ESCOLA,AMBIENTES,ESCOLA,环境,校园,環境,學校,AMBIENTE,COLEGIO,アンビエンス,学校,ATMOSFÆRE,SKOLE,ATMOSFÆRE,SKOLE,ATMOSFÄR,SKOLA,AMBIENSSI,KOULU,АТМОСФЕРА,ШКОЛА,АТМОСФЕРА,ШКОЛА,AMBIENTE,SCUOLA,ATMOSFEER,
AMBIENCE,SEASIDE,AMBSea,AMB,Relating to beach and oceanside scenes with people. (Compare to AMBIENCE-NAUTICAL).,"beach, seaside, strand, coastal, shore, shoreline, seashore, seaboard, boardwalk, beach resort, beachfront, embankment, dock, pier, harbour, harbor",AMBIANCE,LITTORAL,ATMOSFERA,MORSKA,ATMOSPHÄRE,KÜSTE,AMBIENTES,LITORAL,AMBIENTES,LITORAL,环境,海边,環境,海邊,AMBIENTE,MAR,アンビエンス,シーサイド,ATMOSFÆRE,HAVET,ATMOSFÆRE,HAVET,ATMOSFÄR,KUST,AMBIENSSI,RANNIKKO,АТМОСФЕРА,ПОБЕРЕЖЬЕ,АТМОСФЕРА,УЗБЕРЕЖЖЯ,AMBIENTE,MARE,ATMOSFEER,ZEE
AMBIENCE,SPORT,AMBSprt,AMB,"Sporting events, little league baseball to major league. Use CROWDS-SPORT for clean crowd recordings.","nfl, football, nba, basketball, mlb, baseball, tennis, sport event, little league, practice",AMBIANCE,SPORT,ATMOSFERA,SPORT,ATMOSPHÄRE,SPORT,AMBIENTES,ESPORTE,AMBIENTES,DESPORTO,环境,运动场,環境,運動,AMBIENTE,DEPORTE,アンビエンス,スポーツ,ATMOSFÆRE,IDRETT,ATMOSFÆRE,SPORT,ATMOSFÄR,SPORT,AMBIENSSI,URHEILU,АТМОСФЕРА,СПОРТ,АТМОСФЕРА,СПОРТ,AMBIENTE,SPORT,ATMOSFEER,
AMBIENCE,SUBURBAN,AMBSubn,AMB,"Suburban streets, average residential neighborhood, not dense like URBAN. Lawnmowers, sprinklers, birds.","suburb, residential, neighborhood, cul-de-sac, village, barrio, outskirts, hamlet",AMBIANCE,BANLIEUE,ATMOSFERA,PODMIEJSKA,ATMOSPHÄRE,VORORT,AMBIENTES,SUBURBANO,AMBIENTES,SUBURBANO,环境,郊区,環境,郊區,AMBIENTE,SUBURBANO,アンビエンス,郊外,ATMOSFÆRE,FORSTAD,ATMOSFÆRE,FORSTAD,ATMOSFÄR,FÖRORT,AMBIENSSI,ESIKAUPUNKI,АТМОСФЕРА,ПРИГОРОД,АТМОСФЕРА,ПЕРЕДМІСТЯ,AMBIENTE,PERIFERIA,ATMOSFEER,VOORSTAD
AMBIENCE,SWAMP,AMBSwmp,AMB,"Relating to swamps and marshes, usually things like frogs and water movement, think everglades.","frog, bog, swamp, marsh, everglade, wetland, riparian, lakeside, lake, mangrove",AMBIANCE,MARÉCAGE,ATMOSFERA,BAGNO,ATMOSPHÄRE,SUMPF,AMBIENTES,PÂNTANO,AMBIENTES,PÂNTANO,环境,沼泽地,環境,沼澤地,AMBIENTE,PANTANO,アンビエンス,沼地,ATMOSFÆRE,SUMP,ATMOSFÆRE,SUMP,ATMOSFÄR,TRÄSK,AMBIENSSI,SUO,АТМОСФЕРА,БОЛОТО,АТМОСФЕРА,БОЛОТО,AMBIENTE,PALUDE,ATMOSFEER,MOERAS
AMBIENCE,TRAFFIC,AMBTraf,AMB,"Specifically traffic without people. Not for a single car by, but for clean busy traffic, clean highway traffic.","car bys, freeway, highway, boulevard, avenue, motorway",AMBIANCE,CIRCULATION,ATMOSFERA,RUCH ULICZNY,ATMOSPHÄRE,VERKEHR,AMBIENTES,TRÂNSITO,AMBIENTES,TRÂNSITO,环境,交通,環境,交通,AMBIENTE,TRAFICO,アンビエンス,交通、トラフィック,ATMOSFÆRE,TRAFIKK,ATMOSFÆRE,TRAFIK,ATMOSFÄR,TRAFIK,AMBIENSSI,LIIKENNE,АТМОСФЕРА,ДОРОЖНОЕ ДВИЖЕНИЕ,АТМОСФЕРА,ДОРОЖНІЙ РУХ,AMBIENTE,TRAFFICO,ATMOSFEER,VERKEER
AMBIENCE,TRANSPORTATION,AMBTran,AMB,"Not VEHICLES, but public train stations, airports, bus stations, subway stations. Not the airplane or train itself.","train station, airport, bus station, subway station, tube station, metro station, terminal, depot, terminus",AMBIANCE,TRANSPORT,ATMOSFERA,TRANSPORT PUBLICZNY,ATMOSPHÄRE,VERKEHRSMITTEL,AMBIENTES,TRANSPORTES,AMBIENTES,TRANSPORTES,环境,交通工具,環境,交通工具,AMBIENTE,TRANSPORTE,アンビエンス,乗り物,ATMOSFÆRE,TRANSPORT,ATMOSFÆRE,TRANSPORT,ATMOSFÄR,TRANSPORTMEDEL,AMBIENSSI,LIIKENNE ASEMA,АТМОСФЕРА,ОБЩЕСТВЕННЫЙ ТРАНСПОРТ,АТМОСФЕРА,ГРОМАДСЬКИЙ ТРАНСПОРТ,AMBIENTE,TRASPORTO,ATMOSFEER,
AMBIENCE,TROPICAL,AMBTrop,AMB,"Jungles and rainforests, lush animal life and vegetation.","jungle, bush, tropical rainforest, cloud forest, tropical",AMBIANCE,TROPICAL,ATMOSFERA,TROPIKALNA,ATMOSPHÄRE,TROPEN,AMBIENTES,TROPICAL,AMBIENTES,TROPICAL,环境,热带,環境,熱帶,AMBIENTE,TROPICAL,アンビエンス,トロピカル、熱帯,ATMOSFÆRE,TROPISK,ATMOSFÆRE,TROPISK,ATMOSFÄR,TROPISK,AMBIENSSI,TROPPINEN,АТМОСФЕРА,ТРОПИКИ,АТМОСФЕРА,ТРОПІКИ,AMBIENTE,TROPICALE,ATMOSFEER,TROPISCH
AMBIENCE,UNDERGROUND,AMBUndr,AMB,"Subterranean, underground ambiences like sewers, bunkers, tunnels, dungeons, caves.","cave, drips, echoes, sewer, bunker, tunnel, dungeon, lava tube, cellar, subterranean, sunken, buried, belowground, basement, shaft, mine, passage, passageway",AMBIANCE,SOUTERRAIN,ATMOSFERA,PODZIEMIA,ATMOSPHÄRE,UNTERIRDISCH,AMBIENTES,SUBTERRÂNEO,AMBIENTES,SUBTERRÂNEO,环境,地下室,環境,地下室,AMBIENTE,SUBTERRÁNEO,アンビエンス,地下鉄,ATMOSFÆRE,UNDERJORDISK,ATMOSFÆRE,UNDERGRUND,ATMOSFÄR,UNDERJORDISK,AMBIENSSI,MAANALAINEN,АТМОСФЕРА,ПОД ЗЕМЛЕЙ,АТМОСФЕРА,ПІД ЗЕМЛЕЮ,AMBIENTE,SOTTERRANEO,ATMOSFEER,
AMBIENCE,UNDERWATER,AMBUndwtr,AMB,"Underwater sounding ambiences, deep bubbles and that classic undersea world sound.","underwater, reef, coral, ocean trench, submerged, undersea, subaquatic, shipwreck",AMBIANCE,SOUS MARIN,ATMOSFERA,PODWODNA,ATMOSPHÄRE,UNTERWASSER,AMBIENTES,SUBAQUÁTICO,AMBIENTES,SUBAQUÁTICO,环境,水下,環境,水下,AMBIENTE,SUBMARINO,アンビエンス,水中,ATMOSFÆRE,UNDERVANNS,ATMOSFÆRE,UNDER VAND,ATMOSFÄR,UNDERVATTEN,AMBIENSSI,VEDENALAINEN,АТМОСФЕРА,ПОД ВОДОЙ,АТМОСФЕРА,ПІД ВОДОЮ,AMBIENTE,SUBACQUEA,ATMOSFEER,
AMBIENCE,URBAN,AMBUrbn,AMB,"Dense cities and environments. New York City or London or Mumbai. Think Dense. Traffic, horns, pedestrians, buses.","metropolis, dense city, city, downtown, inner city, metropolitan, bustling, rush hour, congestion, city center, slum, skid row, ghetto, financial district",AMBIANCE,VILLE,ATMOSFERA,MIEJSKA,ATMOSPHÄRE,STADT,AMBIENTES,URBANO,AMBIENTES,URBANO,环境,城市,環境,都市,AMBIENTE,URBANO,アンビエンス,アーバン、都市,ATMOSFÆRE,URBANT,ATMOSFÆRE,BYOMRÅDE,ATMOSFÄR,STAD,AMBIENSSI,KAUPUNKI,АТМОСФЕРА,БОЛЬШОЙ ГОРОД,АТМОСФЕРА,ВЕЛИКЕ МІСТО,AMBIENTE,URBANE,ATMOSFEER,STAD
AMBIENCE,WARFARE,AMBWar,AMB,"Battles, warfare, full ambiences here. Not for isolated weapons or vehicles. Composite sounds of war.","war, warfare, battle, skirmish, combat, fight, engagement, assault, offensive, blitz, air-raid, raid, bombardment, barrage, fusillade, blitzkrieg, salvo, flak, broadside, cannonade",AMBIANCE,GUERRE,ATMOSFERA,WOJENNA,ATMOSPHÄRE,KRIEG,AMBIENTES,GUERRA,AMBIENTES,GUERRA,环境,战争,環境,戰爭,AMBIENTE,GUERRA,アンビエンス,戦争、戦闘,ATMOSFÆRE,KRIG,ATMOSFÆRE,KRIGSFØRELSE,ATMOSFÄR,KRIG,AMBIENSSI,SODANKÄYNTI,АТМОСФЕРА,ВОЙНА,АТМОСФЕРА,ВІЙНА,AMBIENTE,GUERRA,ATMOSFEER,OORLOG
ANIMALS,MISC,ANMLMisc,ANML,Animal sounds not fitting another category in this list.,,ANIMAUX,DIVERS,ZWIERZĘTA,RÓŻNE,TIERE,DIV,ANIMAIS,DIVERSOS,ANIMAIS,DIVERSOS,动物,其他,動物,其他,ANIMALES,MISCELÁNEA,動物,その他,DYR,DIVERSE,DYR,DIVERSE,DJUR,DIVERSE,ELÄIN,SEKALAINEN,ЖИВОТНЫЕ,РАЗНОЕ,ТВАРИНИ,РІЗНЕ,ANIMALI,MISC,DIEREN,
ANIMALS,AMPHIBIAN,ANMLAmph,ANML,"Technically any amphibian, but mostly for frogs and toads.","frog, toad, bullfrog, salamander, newt, chorus frog, peeper, croaker, axolotl",ANIMAUX,AMPHIBIEN,ZWIERZĘTA,PŁAZ,TIERE,AMPHIBIE,ANIMAIS,ANFÍBIO,ANIMAIS,ANFÍBIO,动物,两栖动物,動物,兩棲,ANIMALES,ANFIBIO,動物,両生類,DYR,AMFIBISK,DYR,PADDE,DJUR,AMFIBIE,ELÄIN,SAMMAKKO,ЖИВОТНЫЕ,ЗЕМНОВОДНЫЕ,ТВАРИНИ,ЗЕМНОВОДНІ,ANIMALI,ANFIBIA,DIEREN,AMFIBIE
ANIMALS,AQUATIC,ANMLAqua,ANML,"All manner of marine and sea animals, not just mammals, but anything that lives in water.","whale, dolphin, porpoise, sea lion, seal, killer whale, orca, manatee, walrus, elephant seal, marine otter, sea otter, beluga, narwhal, dugong, shark, stingray, jellyfish, squid, octopus",ANIMAUX,MARIN,ZWIERZĘTA,WODNE,TIERE,MEER,ANIMAIS,AQUÁTICO,ANIMAIS,AQUÁTICO,动物,水生动物,動物,水生動物,ANIMALES,ACUÁTICO,動物,水生,DYR,SJØDYR,DYR,AKVATISKE,DJUR,VATTEN,ELÄIN,VESI,ЖИВОТНЫЕ,ВОДНЫЕ,ТВАРИНИ,ВОДНІ,ANIMALI,AQUATICA,DIEREN,
ANIMALS,BAT,ANMLBat,ANML,"Bat chirps, echolocation and communicative vocalization. Wings would go under WINGS-MISC.","flying fox, vampire bats, fruit bat",ANIMAUX,CHAUVE SOURIS,ZWIERZĘTA,NIETOPERZ,TIERE,FLEDERMAUS,ANIMAIS,MORCEGO,ANIMAIS,MORCEGO,动物,蝙蝠,動物,蝙蝠,ANIMALES,MURCIÉLAGO,動物,コウモリ,DYR,FLAGGERMUS,DYR,FLAGERMUS,DJUR,FLADDERMUS,ELÄIN,LEPAKKO,ЖИВОТНЫЕ,ЛЕТУЧАЯ МЫШЬ,ТВАРИНИ,КАЖАН,ANIMALI,PIPISTRELLO,DIEREN,VLEERMUIS
ANIMALS,CAT DOMESTIC,ANMLCat,ANML,Domesticated house cats.,"meow, purr, kitten, kitty, feline, alley cat",ANIMAUX,CHAT,ZWIERZĘTA,KOT DOMOWY,TIERE,HAUSKATZE,ANIMAIS,GATO,ANIMAIS,GATO,动物,家猫,動物,家貓,ANIMALES,GATO DOMESTICO,動物,ネコ,DYR,HUSKATT,DYR,TAMKAT,DJUR,TAMKATT,ELÄIN,KISSA,ЖИВОТНЫЕ,КОШКА ДОМАШНЯЯ,ТВАРИНИ,КІШКА ДОМАШНЯ,ANIMALI,GATTO,DIEREN,HUISKAT
ANIMALS,CAT WILD,ANMLWcat,ANML,Wild cats as opposed to domesticated cats.,"lion, tiger, puma, cougar, leopard, jaguar, snow leopard, cheetah, lynx, bobcat, caracal, ocelot, panther, serval",ANIMAUX,FÉLIN,ZWIERZĘTA,KOT DZIKI,TIERE,RAUBKATZE,ANIMAIS,FELINO SELVAGEM,ANIMAIS,FELINO SELVAGEM,动物,野猫,動物,野貓,ANIMALES,GATO SALVAJE,動物,野生のネコ,DYR,VILLKATT,DYR,VILDKAT,DJUR,VILDKATT,ELÄIN,VILLIKISSA,ЖИВОТНЫЕ,КОШКА ДИКАЯ,ТВАРИНИ,КІШКА ДИКА,ANIMALI,GATTO SELVATICO,DIEREN,WILDE KATACHTIGEN
ANIMALS,DOG,ANMLDog,ANML,"All species of dogs and canines, domestic and wild, includes wolves, foxes, dingoes.","dog, hound, bark, puppy, doggie, lapdog, mutt, pooch, wolf, fox, coyote, jackal, dingo, lupus",ANIMAUX,CHIEN,ZWIERZĘTA,PIES,TIERE,HUND,ANIMAIS,CACHORRO,ANIMAIS,CÃO,动物,狗,動物,狗,ANIMALES,PERRO,動物,犬,DYR,HUND,DYR,HUND,DJUR,HUND,ELÄIN,KOIRA,ЖИВОТНЫЕ,СОБАКА,ТВАРИНИ,СОБАКА,ANIMALI,CANE,DIEREN,HOND
ANIMALS,FARM,ANMLFarm,ANML,Domesticated mammals you'd find on a farm. For farm birds see BIRDS-FOWL.,"cow, sheep, goat, pig, cattle, llama, alpaca",ANIMAUX,FERME,ZWIERZĘTA,HODOWLANE,TIERE,LANDWIRTSCHAFT,ANIMAIS,FAZENDA,ANIMAIS,QUINTA,动物,养殖场,動物,農場,ANIMALES,GRANJA,動物,農場、ファーム,DYR,BONDEGÅRD,DYR,LANDBRUG,DJUR,BONDGÅRD,ELÄIN,MAATILA,ЖИВОТНЫЕ,ФЕРМА,ТВАРИНИ,ФЕРМА,ANIMALI,FATTORIA,DIEREN,BOERDERIJ
ANIMALS,HORSE,ANMLHors,ANML,All members of the horse family.,"donkey, mule, ass, zebra",ANIMAUX,CHEVAL,ZWIERZĘTA,KOŃ,TIERE,PFERD,ANIMAIS,CAVALO,ANIMAIS,CAVALO,动物,马,動物,馬,ANIMALES,CABALLO,動物,馬,DYR,HEST,DYR,HEST,DJUR,HÄST,ELÄIN,HEVONEN,ЖИВОТНЫЕ,ЛОШАДЬ,ТВАРИНИ,КІНЬ,ANIMALI,CAVALLO,DIEREN,PAARD
ANIMALS,INSECT,ANMLInsc,ANML,"All manner of traditional insect sounds, crickets, cicada, flies and bees. And singular insect recordings.","grasshopper, cricket, cicada, fly, bee, wasp, hornet, weta, conehead, locust, beetle, cockroach",ANIMAUX,INSECTE,ZWIERZĘTA,INSEKT,TIERE,INSEKT,ANIMAIS,INSETO,ANIMAIS,INSETO,动物,昆虫,動物,昆蟲,ANIMALES,INSECTO,動物,昆虫,DYR,INSEKT,DYR,INSEKT,DJUR,INSEKT,ELÄIN,HYÖNTEINEN,ЖИВОТНЫЕ,НАСЕКОМОЕ,ТВАРИНИ,КОМАХА,ANIMALI,INSETTO,DIEREN,INSECT
ANIMALS,PRIMATE,ANMLPrim,ANML,All members of the primate family except humans.,"chimpanzee, ape, gorilla, lemur, orangutan, capuchin, marmoset, monkey, gibbon, bonobo, baboon",ANIMAUX,PRIMATE,ZWIERZĘTA,SSAK,TIERE,PRIMAT,ANIMAIS,PRIMATA,ANIMAIS,PRIMATA,动物,灵长类,動物,靈長類,ANIMALES,PRIMATE,動物,霊長類,DYR,PRIMAT,DYR,PRIMAT,DJUR,APA,ELÄIN,KÄDELLINEN,ЖИВОТНЫЕ,ПРИМАТ,ТВАРИНИ,ПРИМАТ,ANIMALI,PRIMATE,DIEREN,PRIMAAT
ANIMALS,REPTILE,ANMLRept,ANML,All reptiles including snakes and turtles.,"snake, lizard, alligator, crocodile, turtle, gharial, caiman, gecko",ANIMAUX,REPTILE,ZWIERZĘTA,GAD,TIERE,REPITL,ANIMAIS,RÉPTIL,ANIMAIS,RÉPTIL,动物,爬行动物,動物,爬行動物,ANIMALES,REPTIL,動物,爬虫類,DYR,KRYPDYR,DYR,KRYBDYR,DJUR,REPTIL,ELÄIN,LISKO,ЖИВОТНЫЕ,РЕПТИЛИЯ,ТВАРИНИ,РЕПТИЛІЯ,ANIMALI,RETTILE,DIEREN,REPTIEL
ANIMALS,RODENT,ANMLRdnt,ANML,All manner 'gnawing' animals like rats and mice.,"mouse, mice, rat, squirrel, mole, porcupine, guinea pig, chipmunk, beaver, gopher, raccoon, prairie dog, gerbil, hamster, marmot, lemming, muskrat, chinchilla",ANIMAUX,RONGEUR,ZWIERZĘTA,GRYZOŃ,TIERE,NAGER,ANIMAIS,ROEDOR,ANIMAIS,ROEDOR,动物,啮齿动物,動物,嚙齒動物,ANIMALES,ROEDOR,動物,齧歯類,DYR,GNAGER,DYR,GNAVER,DJUR,GNANGARE,ELÄIN,JYRSIJÄ,ЖИВОТНЫЕ,ГРЫЗУН,ТВАРИНИ,ГРИЗУН,ANIMALI,RODITORE,DIEREN,KNAAGDIER
ANIMALS,WILD,ANMLWild,ANML,"Any wild animal not explicitly defined by the list, and not domesticated.","bear, giraffe, hippo, elephant, elk, deer, gazelle, badger, anteater, platypus, sloth, wolverine, boar, wombat, koala, kangaroo, wallaby, wildebeest, hyena, panda, antelope, racoon, elk, reindeer, rhino, aardvark, warthog, impala, hippopotamus, honey badger, buffalo, moose",ANIMAUX,SAUVAGE,ZWIERZĘTA,DZIKIE,TIERE,WILDTIERE,ANIMAIS,SELVAGEM,ANIMAIS,SELVAGEM,动物,野生动物,動物,野生動物,ANIMALES,SALVAJE,動物,野生、ワイルド,DYR,VILT,DYR,VILD,DJUR,VILDA DJUR,ELÄIN,VILLIELÄIN,ЖИВОТНЫЕ,ДИКИЕ,ТВАРИНИ,ДИКІ,ANIMALI,SELVATICO,DIEREN,WILD
ARCHIVED,MIX,MIX,MIX,"Premixes, final mixes, mixdowns, stems.","premix, final mix, stem, M&E, mixdown, printmaster",ARCHIVES,MIX,ARCHIWA,MIKS,ARCHIVIERT,MIX,ARQUIVADO,MIX,ARQUIVADO,MIX,归档,已混音,封存,混音,ARCHIVO,MEZCLA,アーカイブ,ミックス,ARKIVERT,MIKS,ARKIV,MIKS,ARKIV,MIX,ARKISTO,MIKSAUS,АРХИВ,МИКС,АРХІВ,МІКС,ARCHIVIO,MIX,,
ARCHIVED,BOUNCE,BNCE,BNCE,"Bounces made for picture department, layered bounces.","bounce, crashdown",ARCHIVES,BOUNCE,ARCHIWA,MIĘDZYZGRANIE,ARCHIVIERT,BOUNCE,ARQUIVADO,BOUNCE,ARQUIVADO,BOUNCE,归档,导出,封存,輸出,ARCHIVO,BOUNCE,アーカイブ,バウンス,ARKIVERT,BOUNCE,ARKIV,NEDMIKS,ARKIV,BOUNCE,ARKISTO,BOUNCE,АРХИВ,СВЕДЕННЫЙ ЗВУК,АРХІВ,ЗВЕДЕНИЙ ЗВУК,ARCHIVIO,BOUNCE,,
ARCHIVED,IMPULSE RESPONSE,IR,IR,"Impulse Responses, reverb and otherwise.","impulse response, IR, altiverb, reverb sample, convolution reverb",ARCHIVES,RÉPONSE IMPULSIONNELLE,ARCHIWA,ODPOWIEDŹ IMPULSOWA,ARCHIVIERT,IR,ARQUIVADO,RESPOSTA DE IMPULSO,ARQUIVADO,RESPOSTA DE IMPULSO,归档,卷积混响素材,封存,脈衝響應,ARCHIVO,IMPULSO,アーカイブ,リバーブ成分など,ARKIVERT,IMPULS RESPONS,ARKIV,IMPULS RESPONS,ARKIV,IMPULSRESPONS,ARKISTO,IR,АРХИВ,ИМПУЛЬС,АРХІВ,ІМПУЛЬС,ARCHIVIO,IMPULSE RESPONSE,,
ARCHIVED,PFX,PFX,PFX,FX Stolen from production takes only. Beware of possible rights issues.,production,ARCHIVES,PRODUCTION,ARCHIWA,EFEKT Z PLANU,ARCHIVIERT,PFX,ARQUIVADO,PFX,ARQUIVADO,PFX,归档,其他产品素材,封存,製作素材,ARCHIVO,PFX,アーカイブ,使用著作に問題あり,ARKIVERT,PFX,ARKIV,PFX,ARKIV,PRODUKTIONSLJUD,ARKISTO,PFX,АРХИВ,ЗВУК С ПЛОЩАДКИ,АРХІВ,ЗВУК З МАЙДАНЧИКУ,ARCHIVIO,PFX,,
ARCHIVED,RAW,RAW,RAW,"Raw recording files, for example a load of a full DAT tape.","dat tape, raw files, unprocessed",ARCHIVES,RUSHES,ARCHIWA,SUROWE,ARCHIVIERT,ROHAUFNAHME,ARQUIVADO,BRUTO,ARQUIVADO,CRU,归档,原始素材,封存,原始素材,ARCHIVO,BRUTO,アーカイブ,RAWファイル,ARKIVERT,RAW,ARKIV,RÅ,ARKIV,RÅMATERIAL,ARKISTO,RAAKAMATERIAALI,АРХИВ,НЕОБРАБОТАННЫЙ ЗВУК,АРХІВ,НЕОБРОБЛЕНИЙ ЗВУК,ARCHIVIO,RAW,,
ARCHIVED,REFERENCE,REF,REF,"Reference material, often restricted, used for reference only. Beware of possible rights issues.","reference, inspiration",ARCHIVES,RÉFÉRENCE,ARCHIWA,REFERENCJA,ARCHIVIERT,REFERENZ,ARQUIVADO,REFERÊNCIA,ARQUIVADO,REFERÊNCIA,归档,参考素材,封存,參考素材,ARCHIVO,REFERENCIA,アーカイブ,使用著作に制限あり,ARKIVERT,REFERANSE,ARKIV,REFERENCE,ARKIV,REFERENS,ARKISTO,REFERENSSI,АРХИВ,ОБРАЗЕЦ,АРХІВ,ЗРАЗОК,ARCHIVIO,REFERENZA,,
ARCHIVED,SCENE,SCNE,SCNE,"Pre-built scenes and soundscapes, designed scenes. For example a fully build old-west scene.","readymade, prebuilt",ARCHIVES,SCÈNE,ARCHIWA,SCENA,ARCHIVIERT,SZENE,ARQUIVADO,CENA,ARQUIVADO,CENA,归档,场景素材,封存,場景素材,ARCHIVO,ESCENA,アーカイブ,シーン,ARKIVERT,SCENE,ARKIV,SCENE,ARKIV,SCEN,ARKISTO,KOHTAUS,АРХИВ,СЦЕНА,АРХІВ,СЦЕНА,ARCHIVIO,SCENA,,
ARCHIVED,TEST TONE,TEST,TEST,"Test tones used for calibration, ADR beeps, Pink Noise, Sine wave Sweeps.","adr beeps, test tones, bleeping tone, 2pops, white noise, pink noise, sine wave sweeps",ARCHIVES,TEST,ARCHIWA,SYGNAŁ TESTOWY,ARCHIVIERT,TESTTON,ARQUIVADO,TOM DE TESTE,ARQUIVADO,TOM DE TESTE,归档,测试音,封存,測試音,ARCHIVO,TONO PRUEBA,アーカイブ,テストノイズ、信号,ARKIVERT,TEST TONE,ARKIV,TEST TONE,ARKIV,TESTTON,ARKISTO,TESTISIGNAALI,АРХИВ,ТЕСТ,АРХІВ,ТЕСТ,ARCHIVIO,TEST TONE,,
ARCHIVED,TRADEMARKED,TMARK,TMARK,"For trademarked or copyright sounds that you need to store in your library. Jingles, logos.","trademark, copyright, product sound, licensed, registered, legal",ARCHIVES,DROITS RÉSERVÉS,ARCHIWA,LOGO,ARCHIVIERT,MARKENZEICHEN,ARQUIVADO,MARCA REGISTRADA,ARQUIVADO,MARCA REGISTADA,归档,商标音,封存,商標音,ARCHIVO,REGISTRADO,アーカイブ,著作権表示あり,ARKIVERT,VAREMERKET,ARKIV,VAREMÆRKE,ARKIV,UPPHOVSRÄTT SKYDDAD,ARKISTO,TUOTEMERKKI,АРХИВ,ТОРГОВАЯ МАРКА,АРХІВ,ТОРГОВА МАРКА,ARCHIVIO,TRADEMARKED,,
